CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0353,Male,0,Yes,Yes,18,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,21.59,388.62,No
CUST0354,Female,1,Yes,No,54,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,73.69,3979.26,No
CUST0355,Female,0,Yes,Yes,25,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,76.11,1902.75,No
CUST0356,Male,0,Yes,Yes,5,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.39,291.95,Yes
CUST0357,Female,0,No,No,3,No,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.87,140.61,No
CUST0358,Female,0,Yes,No,28,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,85.21,2385.88,No
CUST0359,Male,0,No,Yes,58,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,33.47,1941.26,Yes
CUST0360,Male,0,Yes,Yes,16,No,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,71.86,1149.76,No
CUST0361,Female,0,No,No,42,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Credit card,96.81,4066.02,Yes
CUST0362,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,36.43,2367.95,No
CUST0363,Male,0,No,Yes,33,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,95.33,3145.89,No
CUST0364,Female,0,No,Yes,7,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer,96.08,672.56,Yes
CUST0365,Male,0,No,Yes,12,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,No,Mailed check,25.99,311.88,Yes
CUST0366,Male,0,No,Yes,7,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,21.88,153.16,Yes
CUST0367,Female,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,117.39,7512.96,No
CUST0368,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer,39.34,1652.28,No
CUST0369,Male,1,Yes,No,38,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,102.21,3883.98,Yes
CUST0370,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,76.19,4419.02,Yes
CUST0371,Female,0,No,No,43,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,46.45,1997.35,No
CUST0372,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,33.0,264.0,Yes
CUST0373,Female,0,No,No,36,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,69.67,2508.12,No
CUST0374,Female,0,Yes,Yes,35,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,60.74,2125.9,No
CUST0375,Male,0,No,Yes,27,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,89.89,2427.03,No
CUST0376,Female,0,Yes,Yes,41,Yes,No,No,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,110.42,4527.22,No
CUST0377,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,100.52,4221.84,No
CUST0378,Male,0,No,No,41,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,47.45,1945.45,No
CUST0379,Female,0,No,Yes,65,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,107.89,7012.85,No
CUST0380,Male,0,No,Yes,54,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,103.34,5580.36,No
CUST0381,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card,112.91,8016.61,Yes
CUST0382,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,65.87,3095.89,Yes
CUST0383,Female,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,96.86,2034.06,Yes
CUST0384,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,79.17,2058.42,No
CUST0385,Male,0,Yes,Yes,66,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.05,3369.3,No
CUST0386,Female,0,No,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,119.44,1433.28,No
CUST0387,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,23.83,1048.52,No
CUST0388,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.23,326.07,No
CUST0389,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,109.25,874.0,Yes
CUST0390,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,26.06,1381.18,No
CUST0391,Male,0,No,No,26,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card,108.68,2825.68,Yes
CUST0392,Male,1,Yes,No,33,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,91.52,3020.16,Yes
CUST0393,Female,0,No,No,0,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,23.67,0.0,No
CUST0394,Female,0,No,No,31,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,62.93,1950.83,No
CUST0395,Male,0,Yes,No,70,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,95.45,6681.5,No
CUST0396,Female,0,Yes,Yes,66,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Credit card,78.31,5168.46,No
CUST0397,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,113.59,2158.21,No
CUST0398,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,106.76,3629.84,No
CUST0399,Female,0,No,Yes,16,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,53.26,852.16,No
CUST0400,Male,0,No,Yes,17,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,28.46,483.82,No
CUST0401,Female,0,No,No,44,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,114.43,5034.92,No
CUST0402,Female,0,No,Yes,52,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Credit card,71.73,3729.96,No
CUST0403,Male,0,No,No,67,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,27.44,1838.48,No
CUST0404,Male,0,No,Yes,64,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,101.66,6506.24,No
CUST0405,Female,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,106.85,0.0,No
CUST0406,Female,1,Yes,Yes,57,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.94,4784.58,No
CUST0407,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,64.75,1618.75,No
CUST0408,Female,0,No,No,19,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,86.22,1638.18,No
CUST0409,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.67,816.03,Yes
CUST0410,Female,0,Yes,No,58,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,109.3,6339.4,No
CUST0411,Male,0,No,No,40,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,115.59,4623.6,Yes
CUST0412,Female,0,Yes,No,4,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,71.43,285.72,No
CUST0413,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer,99.85,6390.4,No
CUST0414,Male,0,No,No,16,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,116.45,1863.2,No
CUST0415,Male,0,Yes,No,21,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,35.12,737.52,No
CUST0416,Male,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,21.83,873.2,No
CUST0417,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,106.9,7162.3,Yes
CUST0418,Female,1,No,No,68,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.53,2688.04,Yes
CUST0419,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,24.25,242.5,No
CUST0420,Female,0,Yes,Yes,55,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,36.01,1980.55,No
CUST0421,Female,1,Yes,No,50,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,58.41,2920.5,Yes
CUST0422,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,41.93,838.6,Yes
CUST0423,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Electronic check,50.53,1263.25,Yes
CUST0424,Male,0,Yes,No,18,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,117.53,2115.54,No
CUST0425,Female,0,Yes,No,59,Yes,Yes,No,No,No,No internet service,No,No,Yes,One year,No,Electronic check,90.44,5335.96,Yes
CUST0426,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,91.22,6385.4,Yes
CUST0427,Male,0,No,Yes,46,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,Yes,Credit card,29.47,1355.62,No
CUST0428,Female,0,Yes,No,70,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,93.21,6524.7,No
CUST0429,Male,0,No,Yes,25,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,93.93,2348.25,No
CUST0430,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,85.97,3352.83,No
CUST0431,Male,0,Yes,Yes,4,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,42.84,171.36,No
CUST0432,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,62.3,1246.0,No
CUST0433,Male,1,Yes,Yes,3,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,104.63,313.89,No
CUST0434,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,87.02,1914.44,Yes
CUST0435,Female,0,No,No,14,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,93.28,1305.92,No
CUST0436,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Credit card,78.74,551.18,No
CUST0437,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,64.96,2598.4,Yes
CUST0438,Female,1,Yes,No,18,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,95.91,1726.38,No
CUST0439,Male,0,Yes,No,45,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.79,1205.55,No
CUST0440,Male,0,Yes,No,27,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,87.32,2357.64,No
CUST0441,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,No,Electronic check,119.72,8021.24,No
CUST0442,Female,0,Yes,Yes,14,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer,98.02,1372.28,Yes
CUST0443,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer,49.06,1766.16,No
CUST0444,Female,0,No,No,0,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,47.78,0.0,No
CUST0445,Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer,86.72,5723.52,No
CUST0446,Male,0,No,Yes,23,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,109.59,2520.57,No
CUST0447,Male,0,Yes,No,26,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,77.79,2022.54,Yes
CUST0448,Female,1,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.74,2836.86,No
CUST0449,Male,1,No,No,62,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Credit card,36.04,2234.48,No
CUST0450,Female,0,No,Yes,60,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,91.55,5493.0,Yes
CUST0451,Female,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,90.23,3158.05,No
CUST0452,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,116.7,2684.1,No
CUST0453,Female,0,No,Yes,23,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,50.02,1150.46,No
CUST0454,Female,1,No,No,3,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,95.64,286.92,Yes
CUST0455,Male,0,Yes,Yes,66,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,63.41,4185.06,No
CUST0456,Male,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Credit card,75.85,2503.05,No
CUST0457,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,101.65,5692.4,No
CUST0458,Female,0,Yes,Yes,48,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,42.2,2025.6,Yes
CUST0459,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer,54.29,2823.08,No
CUST0460,Male,0,No,No,22,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card,97.33,2141.26,No
CUST0461,Female,0,No,No,68,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,77.05,5239.4,Yes
CUST0462,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card,29.24,1520.48,No
CUST0463,Female,0,No,No,61,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,63.02,3844.22,No
CUST0464,Male,0,No,Yes,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,78.66,3146.4,Yes
CUST0465,Female,0,No,No,56,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer,110.95,6213.2,No
CUST0466,Male,0,No,No,59,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.85,2292.15,No
CUST0467,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card,100.6,5331.8,No
CUST0468,Male,0,No,No,69,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,33.06,2281.14,No
CUST0469,Male,0,Yes,Yes,56,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,No,Mailed check,44.22,2476.32,Yes
CUST0470,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,44.33,398.97,No
CUST0471,Male,0,No,No,39,No,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,107.75,4202.25,No
CUST0472,Female,1,Yes,No,6,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,39.9,239.4,Yes
CUST0473,Male,0,No,Yes,37,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,98.7,3651.9,No
CUST0474,Female,0,No,No,60,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer,66.18,3970.8,Yes
CUST0475,Male,0,Yes,Yes,2,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,One year,No,Credit card,119.91,239.82,No
CUST0476,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,103.91,5195.5,No
CUST0477,Male,0,Yes,Yes,46,Yes,No,No,Yes,No,No,No,No internet service,No internet service,One year,No,Mailed check,93.97,4322.62,No
CUST0478,Female,0,Yes,No,67,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,107.07,7173.69,Yes
CUST0479,Male,0,No,Yes,37,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.4,3085.8,No
CUST0480,Female,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Mailed check,104.37,3652.95,No
CUST0481,Female,0,No,Yes,40,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,46.11,1844.4,No
CUST0482,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,29.77,2024.36,No
CUST0483,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,81.59,979.08,Yes
CUST0484,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,63.47,3617.79,No
CUST0485,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,62.64,3069.36,No
CUST0486,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,72.67,2107.43,No
CUST0487,Male,0,No,No,61,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,56.14,3424.54,No
CUST0488,Female,0,Yes,No,24,No,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,82.61,1982.64,No
CUST0489,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer,23.06,599.56,Yes
CUST0490,Male,0,No,Yes,50,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,116.99,5849.5,No
CUST0491,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer,112.47,6298.32,No
CUST0492,Male,0,Yes,Yes,46,Yes,No,No,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,113.53,5222.38,No
CUST0493,Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer,56.5,2147.0,No
CUST0494,Female,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer,73.19,1097.85,No
CUST0495,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,115.41,2423.61,Yes
CUST0496,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,110.23,5842.19,No
CUST0497,Male,1,No,Yes,20,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,99.02,1980.4,No
CUST0498,Female,0,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,60.73,4311.83,No
CUST0499,Male,1,No,Yes,15,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card,76.43,1146.45,No
CUST0500,Female,0,No,Yes,58,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,99.29,5758.82,Yes
CUST0501,Male,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,47.3,1419.0,No
CUST0502,Male,0,Yes,Yes,41,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,82.64,3388.24,No
CUST0503,Male,1,Yes,Yes,31,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card,102.79,3186.49,No
CUST0504,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,90.75,5263.5,No
CUST0505,Male,0,Yes,No,33,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,67.95,2242.35,No
CUST0506,Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,78.46,627.68,Yes
CUST0507,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.87,1188.7,No
CUST0508,Male,1,Yes,No,9,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,Yes,Credit card,80.2,721.8,No
CUST0509,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,98.56,1576.96,No
CUST0510,Female,0,Yes,No,67,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,92.66,6208.22,No
CUST0511,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,90.15,4237.05,No
CUST0512,Female,1,Yes,No,51,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,91.64,4673.64,No
CUST0513,Male,1,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card,65.44,1570.56,Yes
CUST0514,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,No,Electronic check,67.42,1348.4,No
CUST0515,Female,0,No,Yes,64,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card,66.79,4274.56,Yes
CUST0516,Male,1,Yes,No,62,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Credit card,23.33,1446.46,No
CUST0517,Female,0,Yes,No,50,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,44.11,2205.5,No
CUST0518,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,35.46,1241.1,No
CUST0519,Female,1,No,No,65,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,108.64,7061.6,No
CUST0520,Female,0,Yes,No,14,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card,47.5,665.0,No
CUST0521,Female,0,Yes,Yes,38,No,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,33.84,1285.92,No
CUST0522,Male,0,Yes,Yes,69,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,31.98,2206.62,No
CUST0523,Female,1,No,Yes,0,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,90.0,0.0,No
CUST0524,Male,1,No,Yes,22,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card,20.61,453.42,No
CUST0525,Female,1,Yes,No,38,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Electronic check,67.13,2550.94,No
CUST0526,Male,0,Yes,No,56,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer,31.89,1785.84,No
CUST0527,Male,1,No,Yes,33,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,104.97,3464.01,Yes
CUST0528,Female,1,No,No,40,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,115.85,4634.0,Yes
CUST0529,Female,0,No,No,72,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,115.88,8343.36,Yes
